"","OrderTime","Description","Conid","TradeDate","Currency","Buy.Sell","Quantity","TradePrice","Proceeds","ClientId","Fx","SoumisSuisse","SoumisEtr","NonSoumis","cliNbr"
"425","20170911;034037","DEUTSCHE WOHNEN SE","40064795",2017-09-11,"EUR","VTE",-74,35.293,2611.682,"U1427234",1.1431,0,2985,0,2
"426","20170911;034037","DEUTSCHE WOHNEN SE","40064795",2017-09-11,"EUR","ACH",-74,35.293,2611.682,"Interactive Brokers",1.1431,0,0,2985,2
"427","20170911;034037","GECINA SA","1411212",2017-09-11,"EUR","VTE",-19,134.35,2552.65,"U1427234",1.1431,0,2918,0,2
"428","20170911;034037","GECINA SA","1411212",2017-09-11,"EUR","ACH",-19,134.35,2552.65,"Interactive Brokers",1.1431,0,0,2918,2
"429","20170911;034037","KLEPIERRE","1254551",2017-09-11,"EUR","VTE",-70,34.468,2412.76,"U1427234",1.1431,0,2758,0,2
"430","20170911;034037","KLEPIERRE","1254551",2017-09-11,"EUR","ACH",-70,34.468,2412.76,"Interactive Brokers",1.1431,0,0,2758,2
"431","20170911;034037","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-11,"EUR","VTE",-283,15.067,4263.961,"U1427234",1.1431,0,4874,0,2
"432","20170911;034037","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-11,"EUR","ACH",-283,15.067,4263.961,"Interactive Brokers",1.1431,0,0,4874,2
"433","20170911;034037","RENAULT SA","29612183",2017-09-11,"EUR","VTE",-48,77.354,3712.992,"U1427234",1.1431,0,4244,0,2
"434","20170911;034037","RENAULT SA","29612183",2017-09-11,"EUR","ACH",-48,77.354,3712.992,"Interactive Brokers",1.1431,0,0,4244,2
"435","20170911;034037","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-11,"EUR","VTE",-243,23.7,5759.1,"U1427234",1.1431,0,6583,0,2
"436","20170911;034037","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-11,"EUR","ACH",-243,23.7,5759.1,"Interactive Brokers",1.1431,0,0,6583,2
"437","20170911;034037","SIEMENS AG-REG","14217",2017-09-11,"EUR","VTE",-37,113.125,4185.625,"U1427234",1.1431,0,4785,0,2
"438","20170911;034037","SIEMENS AG-REG","14217",2017-09-11,"EUR","ACH",-37,113.125,4185.625,"Interactive Brokers",1.1431,0,0,4785,2
"439","20170911;034037","SOLVAY SA","228869",2017-09-11,"EUR","VTE",-41,124.725,5113.725,"U1427234",1.1431,0,5845,0,2
"440","20170911;034037","SOLVAY SA","228869",2017-09-11,"EUR","ACH",-41,124.725,5113.725,"Interactive Brokers",1.1431,0,0,5845,2
"441","20170911;034037","UNIBAIL-RODAMCO SE","1411503",2017-09-11,"EUR","VTE",-21,213.25,4478.25,"U1427234",1.1431,0,5119,0,2
"442","20170911;034037","UNIBAIL-RODAMCO SE","1411503",2017-09-11,"EUR","ACH",-21,213.25,4478.25,"Interactive Brokers",1.1431,0,0,5119,2
"443","20170911;034037","VOLKSWAGEN AG-PREF","14237",2017-09-11,"EUR","VTE",-21,133.45,2802.45,"U1427234",1.1431,0,3203,0,2
"444","20170911;034037","VOLKSWAGEN AG-PREF","14237",2017-09-11,"EUR","ACH",-21,133.45,2802.45,"Interactive Brokers",1.1431,0,0,3203,2
"445","20170911;034037","VONOVIA SE","130946869",2017-09-11,"EUR","VTE",-72,36.282,2612.304,"U1427234",1.1431,0,2986,0,2
"446","20170911;034037","VONOVIA SE","130946869",2017-09-11,"EUR","ACH",-72,36.282,2612.304,"Interactive Brokers",1.1431,0,0,2986,2
"447","20170911;101922","RECKITT BENCKISER GROUP PLC","46713230",2017-09-11,"GBP","ACH",22,71.03,1562.66,"U2202020",1.2589,0,1967,0,3
"448","20170911;101922","RECKITT BENCKISER GROUP PLC","46713230",2017-09-11,"GBP","ACH",95,71.03,6747.85,"U1427234",1.2589,0,8495,0,3
"449","20170911;101922","RECKITT BENCKISER GROUP PLC","46713230",2017-09-11,"GBP","VTE",117,71.03,8310.51,"Interactive Brokers",1.2589,0,0,10462,3
"450","20170911;101924","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-11,"EUR","ACH",11,15.028,165.308,"U2202020",1.1431,0,189,0,3
"451","20170911;101924","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-11,"EUR","ACH",168,15.028,2524.704,"U1427234",1.1431,0,2886,0,3
"452","20170911;101924","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-11,"EUR","VTE",179,15.028,2690.012,"Interactive Brokers",1.1431,0,0,3075,3
"453","20170911;101926","SCOR SE","42344148",2017-09-11,"EUR","ACH",52,34.165,1776.58,"U2202020",1.1431,0,2031,0,3
"454","20170911;101926","SCOR SE","42344148",2017-09-11,"EUR","ACH",219,34.165,7482.14,"U1427234",1.1431,0,8553,0,3
"455","20170911;101926","SCOR SE","42344148",2017-09-11,"EUR","VTE",271,34.165,9258.72,"Interactive Brokers",1.1431,0,0,10584,3
"456","20170911;101929","RTL GROUP","27383876",2017-09-11,"EUR","ACH",28,62.86,1760.08,"U2202020",1.1431,0,2012,0,3
"457","20170911;101929","RTL GROUP","27383876",2017-09-11,"EUR","ACH",119,62.86,7480.34,"U1427234",1.1431,0,8551,0,3
"458","20170911;101929","RTL GROUP","27383876",2017-09-11,"EUR","VTE",147,62.86,9240.42,"Interactive Brokers",1.1431,0,0,10563,3
"459","20170911;112915","ISHARES EURO STOXX 50","10368780",2017-09-11,"EUR","ACH",135,35.405,4779.678071429,"U2202020",1.1431,0,5464,0,3
"460","20170911;112915","ISHARES EURO STOXX 50","10368780",2017-09-11,"EUR","ACH",565,35.405,20003.821928571,"U1427234",1.1431,0,22866,0,3
"461","20170911;112915","ISHARES EURO STOXX 50","10368780",2017-09-11,"EUR","VTE",700,35.405,24783.5,"Interactive Brokers",1.1431,0,0,28330,3
"462","20170914;075605","AIRBUS SE","29612256",2017-09-14,"EUR","ACH",12,70.86,850.32,"U2202020",1.1482,0,976,0,2
"463","20170914;075605","AIRBUS SE","29612256",2017-09-14,"EUR","VTE",12,70.86,850.32,"Interactive Brokers",1.1482,0,0,976,2
"464","20170914;075605","ARKEMA","38980618",2017-09-14,"EUR","ACH",15,96.74,1451.1,"U2202020",1.1482,0,1666,0,2
"465","20170914;075605","ARKEMA","38980618",2017-09-14,"EUR","VTE",15,96.74,1451.1,"Interactive Brokers",1.1482,0,0,1666,2
"466","20170914;075605","ASML HOLDING NV","117589399",2017-09-14,"EUR","ACH",10,134.845,1348.45,"U2202020",1.1482,0,1548,0,2
"467","20170914;075605","ASML HOLDING NV","117589399",2017-09-14,"EUR","VTE",10,134.845,1348.45,"Interactive Brokers",1.1482,0,0,1548,2
"468","20170914;075605","BAE SYSTEMS PLC","908964",2017-09-14,"GBP","ACH",205,5.9,1209.5,"U2202020",1.2906,0,1561,0,2
"469","20170914;075605","BAE SYSTEMS PLC","908964",2017-09-14,"GBP","VTE",205,5.9,1209.5,"Interactive Brokers",1.2906,0,0,1561,2
"470","20170914;075605","BASF SE","77680640",2017-09-14,"EUR","ACH",14,86.146,1206.044,"U2202020",1.1482,0,1385,0,2
"471","20170914;075605","BASF SE","77680640",2017-09-14,"EUR","VTE",14,86.146,1206.044,"Interactive Brokers",1.1482,0,0,1385,2
"472","20170914;075605","BAYER AG-REG","68598660",2017-09-14,"EUR","ACH",11,111.326,1224.586,"U2202020",1.1482,0,1406,0,2
"473","20170914;075605","BAYER AG-REG","68598660",2017-09-14,"EUR","VTE",11,111.326,1224.586,"Interactive Brokers",1.1482,0,0,1406,2
"474","20170914;075605","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-14,"EUR","ACH",14,84.36,1181.04,"U2202020",1.1482,0,1356,0,2
"475","20170914;075605","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-14,"EUR","VTE",14,84.36,1181.04,"Interactive Brokers",1.1482,0,0,1356,2
"476","20170914;075605","BNP PARIBAS","29612163",2017-09-14,"EUR","ACH",17,66.881,1136.977,"U2202020",1.1482,0,1305,0,2
"477","20170914;075605","BNP PARIBAS","29612163",2017-09-14,"EUR","VTE",17,66.881,1136.977,"Interactive Brokers",1.1482,0,0,1305,2
"478","20170914;075605","BP PLC","228891",2017-09-14,"GBP","ACH",181,4.526,819.1155,"U2202020",1.2906,0,1057,0,2
"479","20170914;075605","BP PLC","228891",2017-09-14,"GBP","VTE",181,4.526,819.1155,"Interactive Brokers",1.2906,0,0,1057,2
"480","20170914;075605","CARREFOUR SA","29612172",2017-09-14,"EUR","ACH",57,16.89,962.73,"U2202020",1.1482,0,1105,0,2
"481","20170914;075605","CARREFOUR SA","29612172",2017-09-14,"EUR","VTE",57,16.89,962.73,"Interactive Brokers",1.1482,0,0,1105,2
"482","20170914;075605","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-14,"EUR","ACH",17,65.761,1117.937,"U2202020",1.1482,0,1284,0,2
"483","20170914;075605","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-14,"EUR","VTE",17,65.761,1117.937,"Interactive Brokers",1.1482,0,0,1284,2
"484","20170914;075605","DBX WORLD FINANCIALS 1C","227264014",2017-09-14,"EUR","ACH",141,15.33,2161.53,"U2202020",1.1482,0,2482,0,2
"485","20170914;075605","DBX WORLD FINANCIALS 1C","227264014",2017-09-14,"EUR","VTE",141,15.33,2161.53,"Interactive Brokers",1.1482,0,0,2482,2
"486","20170914;075605","DEUTSCHE WOHNEN SE","40064795",2017-09-14,"EUR","ACH",13,35.527,461.851,"U2202020",1.1482,0,530,0,2
"487","20170914;075605","DEUTSCHE WOHNEN SE","40064795",2017-09-14,"EUR","VTE",13,35.527,461.851,"Interactive Brokers",1.1482,0,0,530,2
"488","20170914;075605","GECINA SA","1411212",2017-09-14,"EUR","ACH",4,133.9,535.6,"U2202020",1.1482,0,615,0,2
"489","20170914;075605","GECINA SA","1411212",2017-09-14,"EUR","VTE",4,133.9,535.6,"Interactive Brokers",1.1482,0,0,615,2
"490","20170914;075605","ISHARES EURO STOXX 50","10368780",2017-09-14,"EUR","ACH",88,35.715,3142.92,"U2202020",1.1482,0,3609,0,2
"491","20170914;075605","ISHARES EURO STOXX 50","10368780",2017-09-14,"EUR","VTE",88,35.715,3142.92,"Interactive Brokers",1.1482,0,0,3609,2
"492","20170914;075605","KLEPIERRE","1254551",2017-09-14,"EUR","ACH",24,33.958,814.992,"U2202020",1.1482,0,936,0,2
"493","20170914;075605","KLEPIERRE","1254551",2017-09-14,"EUR","VTE",24,33.958,814.992,"Interactive Brokers",1.1482,0,0,936,2
"494","20170914;075605","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-14,"EUR","ACH",108,15.463,1670.004,"U2202020",1.1482,0,1917,0,2
"495","20170914;075605","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-14,"EUR","VTE",108,15.463,1670.004,"Interactive Brokers",1.1482,0,0,1917,2
"496","20170914;075605","RECKITT BENCKISER GROUP PLC","46713230",2017-09-14,"GBP","ACH",16,69.77,1116.32,"U2202020",1.2906,0,1441,0,2
"497","20170914;075605","RECKITT BENCKISER GROUP PLC","46713230",2017-09-14,"GBP","VTE",16,69.77,1116.32,"Interactive Brokers",1.2906,0,0,1441,2
"498","20170914;075605","RENAULT SA","29612183",2017-09-14,"EUR","ACH",17,79,1343,"U2202020",1.1482,0,1542,0,2
"499","20170914;075605","RENAULT SA","29612183",2017-09-14,"EUR","VTE",17,79,1343,"Interactive Brokers",1.1482,0,0,1542,2
"500","20170914;075605","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-14,"EUR","ACH",82,24.216,1985.712,"U2202020",1.1482,0,2280,0,2
"501","20170914;075605","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-14,"EUR","VTE",82,24.216,1985.712,"Interactive Brokers",1.1482,0,0,2280,2
"502","20170914;075605","RTL GROUP","27383876",2017-09-14,"EUR","ACH",19,63.419,1204.961,"U2202020",1.1482,0,1384,0,2
"503","20170914;075605","RTL GROUP","27383876",2017-09-14,"EUR","VTE",19,63.419,1204.961,"Interactive Brokers",1.1482,0,0,1384,2
"504","20170914;075605","SCOR SE","42344148",2017-09-14,"EUR","ACH",35,34.585,1210.48,"U2202020",1.1482,0,1390,0,2
"505","20170914;075605","SCOR SE","42344148",2017-09-14,"EUR","VTE",35,34.585,1210.48,"Interactive Brokers",1.1482,0,0,1390,2
"506","20170914;075605","SIEMENS AG-REG","14217",2017-09-14,"EUR","ACH",7,116.624,816.368,"U2202020",1.1482,0,937,0,2
"507","20170914;075605","SIEMENS AG-REG","14217",2017-09-14,"EUR","VTE",7,116.624,816.368,"Interactive Brokers",1.1482,0,0,937,2
"508","20170914;075605","SOLVAY SA","228869",2017-09-14,"EUR","ACH",12,126.276,1515.312,"U2202020",1.1482,0,1740,0,2
"509","20170914;075605","SOLVAY SA","228869",2017-09-14,"EUR","VTE",12,126.276,1515.312,"Interactive Brokers",1.1482,0,0,1740,2
"510","20170914;075605","UNIBAIL-RODAMCO SE","1411503",2017-09-14,"EUR","ACH",4,209.95,839.8,"U2202020",1.1482,0,964,0,2
"511","20170914;075605","UNIBAIL-RODAMCO SE","1411503",2017-09-14,"EUR","VTE",4,209.95,839.8,"Interactive Brokers",1.1482,0,0,964,2
"512","20170914;075605","VOLKSWAGEN AG-PREF","14237",2017-09-14,"EUR","ACH",7,136.776,957.432,"U2202020",1.1482,0,1099,0,2
"513","20170914;075605","VOLKSWAGEN AG-PREF","14237",2017-09-14,"EUR","VTE",7,136.776,957.432,"Interactive Brokers",1.1482,0,0,1099,2
"514","20170914;075605","VONOVIA SE","130946869",2017-09-14,"EUR","ACH",12,36.298,435.576,"U2202020",1.1482,0,500,0,2
"515","20170914;075605","VONOVIA SE","130946869",2017-09-14,"EUR","VTE",12,36.298,435.576,"Interactive Brokers",1.1482,0,0,500,2
"516","20170914;075606","AXA SA","29612141",2017-09-14,"EUR","ACH",53,24.733,1310.849,"U2202020",1.1482,0,1505,0,2
"517","20170914;075606","AXA SA","29612141",2017-09-14,"EUR","VTE",53,24.733,1310.849,"Interactive Brokers",1.1482,0,0,1505,2
"518","20170914;075606","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-14,"EUR","ACH",21,48.998,1028.958,"U2202020",1.1482,0,1181,0,2
"519","20170914;075606","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-14,"EUR","VTE",21,48.998,1028.958,"Interactive Brokers",1.1482,0,0,1181,2
"520","20170914;075606","DASSAULT SYSTEMES SA","2953175",2017-09-14,"EUR","ACH",14,85.771,1200.794,"U2202020",1.1482,0,1379,0,2
"521","20170914;075606","DASSAULT SYSTEMES SA","2953175",2017-09-14,"EUR","VTE",14,85.771,1200.794,"Interactive Brokers",1.1482,0,0,1379,2
"522","20170919;042737","ARKEMA","38980618",2017-09-19,"EUR","ACH",24,99.2,2380.8,"U2202020",1.1546,0,2749,0,3
"523","20170919;042737","ARKEMA","38980618",2017-09-19,"EUR","ACH",31,99.2,3075.2,"U1427234",1.1546,0,3551,0,3
"524","20170919;042737","ARKEMA","38980618",2017-09-19,"EUR","VTE",55,99.2,5456,"Interactive Brokers",1.1546,0,0,6300,3
"525","20170919;042737","AXA SA","29612141",2017-09-19,"EUR","ACH",87,24.735,2151.94565,"U2202020",1.1546,0,2485,0,3
"526","20170919;042737","AXA SA","29612141",2017-09-19,"EUR","ACH",113,24.735,2795.05435,"U1427234",1.1546,0,3227,0,3
"527","20170919;042737","AXA SA","29612141",2017-09-19,"EUR","VTE",200,24.735,4947,"Interactive Brokers",1.1546,0,0,5712,3
"528","20170919;042737","BAE SYSTEMS PLC","908964",2017-09-19,"GBP","ACH",339,6.21,2105.19,"U2202020",1.3006,0,2738,0,3
"529","20170919;042737","BAE SYSTEMS PLC","908964",2017-09-19,"GBP","ACH",440,6.21,2732.4,"U1427234",1.3006,0,3554,0,3
"530","20170919;042737","BAE SYSTEMS PLC","908964",2017-09-19,"GBP","VTE",779,6.21,4837.59,"Interactive Brokers",1.3006,0,0,6292,3
"531","20170919;042737","BASF SE","77680640",2017-09-19,"EUR","ACH",22,87.36,1921.92,"U2202020",1.1546,0,2219,0,3
"532","20170919;042737","BASF SE","77680640",2017-09-19,"EUR","ACH",30,87.36,2620.8,"U1427234",1.1546,0,3026,0,3
"533","20170919;042737","BASF SE","77680640",2017-09-19,"EUR","VTE",52,87.36,4542.72,"Interactive Brokers",1.1546,0,0,5245,3
"534","20170919;042737","BP PLC","228891",2017-09-19,"GBP","ACH",299,4.548,1359.852,"U2202020",1.3006,0,1769,0,3
"535","20170919;042737","BP PLC","228891",2017-09-19,"GBP","ACH",387,4.548,1760.076,"U1427234",1.3006,0,2289,0,3
"536","20170919;042737","BP PLC","228891",2017-09-19,"GBP","VTE",686,4.548,3119.928,"Interactive Brokers",1.3006,0,0,4058,3
"537","20170919;042737","DASSAULT SYSTEMES SA","2953175",2017-09-19,"EUR","ACH",24,85.42,2050.08,"U2202020",1.1546,0,2367,0,3
"538","20170919;042737","DASSAULT SYSTEMES SA","2953175",2017-09-19,"EUR","ACH",31,85.42,2648.02,"U1427234",1.1546,0,3057,0,3
"539","20170919;042737","DASSAULT SYSTEMES SA","2953175",2017-09-19,"EUR","VTE",55,85.42,4698.1,"Interactive Brokers",1.1546,0,0,5424,3
"540","20170919;042737","GECINA SA","1411212",2017-09-19,"EUR","ACH",5,133.75,668.75,"U2202020",1.1546,0,772,0,3
"541","20170919;042737","GECINA SA","1411212",2017-09-19,"EUR","ACH",7,133.75,936.25,"U1427234",1.1546,0,1081,0,3
"542","20170919;042737","GECINA SA","1411212",2017-09-19,"EUR","VTE",12,133.75,1605,"Interactive Brokers",1.1546,0,0,1853,3
"543","20170919;042737","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","ACH",100,35.76,3576,"U2202020",1.1546,0,4129,0,3
"544","20170919;042737","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","ACH",130,35.76,4648.8,"U1427234",1.1546,0,5368,0,3
"545","20170919;042737","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","VTE",230,35.76,8224.8,"Interactive Brokers",1.1546,0,0,9497,3
"546","20170919;042737","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","ACH",16,67.91,1086.56,"U2202020",1.3006,0,1413,0,3
"547","20170919;042737","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","ACH",22,67.91,1494.02,"U1427234",1.3006,0,1943,0,3
"548","20170919;042737","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","VTE",38,67.91,2580.58,"Interactive Brokers",1.3006,0,0,3356,3
"549","20170919;042737","RENAULT SA","29612183",2017-09-19,"EUR","ACH",28,81.18,2273.04,"U2202020",1.1546,0,2624,0,3
"550","20170919;042737","RENAULT SA","29612183",2017-09-19,"EUR","ACH",36,81.18,2922.48,"U1427234",1.1546,0,3374,0,3
"551","20170919;042737","RENAULT SA","29612183",2017-09-19,"EUR","VTE",64,81.18,5195.52,"Interactive Brokers",1.1546,0,0,5998,3
"552","20170919;042737","RTL GROUP","27383876",2017-09-19,"EUR","ACH",21,63.37,1330.77,"U2202020",1.1546,0,1537,0,3
"553","20170919;042737","RTL GROUP","27383876",2017-09-19,"EUR","ACH",27,63.37,1710.99,"U1427234",1.1546,0,1976,0,3
"554","20170919;042737","RTL GROUP","27383876",2017-09-19,"EUR","VTE",48,63.37,3041.76,"Interactive Brokers",1.1546,0,0,3513,3
"555","20170919;042737","SCOR SE","42344148",2017-09-19,"EUR","ACH",38,34.075,1294.85,"U2202020",1.1546,0,1495,0,3
"556","20170919;042737","SCOR SE","42344148",2017-09-19,"EUR","ACH",51,34.075,1737.83,"U1427234",1.1546,0,2006,0,3
"557","20170919;042737","SCOR SE","42344148",2017-09-19,"EUR","VTE",89,34.075,3032.68,"Interactive Brokers",1.1546,0,0,3501,3
"558","20170919;042737","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","ACH",6,206.4,1238.4,"U2202020",1.1546,0,1430,0,3
"559","20170919;042737","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","ACH",8,206.4,1651.2,"U1427234",1.1546,0,1906,0,3
"560","20170919;042737","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","VTE",14,206.4,2889.6,"Interactive Brokers",1.1546,0,0,3336,3
"561","20170919;042738","AIRBUS SE","29612256",2017-09-19,"EUR","ACH",20,73.228,1464.56,"U2202020",1.1546,0,1691,0,3
"562","20170919;042738","AIRBUS SE","29612256",2017-09-19,"EUR","ACH",26,73.228,1903.928,"U1427234",1.1546,0,2198,0,3
"563","20170919;042738","AIRBUS SE","29612256",2017-09-19,"EUR","VTE",46,73.228,3368.488,"Interactive Brokers",1.1546,0,0,3889,3
"564","20170919;042738","ASML HOLDING NV","117589399",2017-09-19,"EUR","ACH",16,139.895,2238.32,"U2202020",1.1546,0,2584,0,3
"565","20170919;042738","ASML HOLDING NV","117589399",2017-09-19,"EUR","ACH",21,139.895,2937.795,"U1427234",1.1546,0,3392,0,3
"566","20170919;042738","ASML HOLDING NV","117589399",2017-09-19,"EUR","VTE",37,139.895,5176.115,"Interactive Brokers",1.1546,0,0,5976,3
"567","20170919;042738","BAYER AG-REG","68598660",2017-09-19,"EUR","ACH",17,110.376,1876.392,"U2202020",1.1546,0,2166,0,3
"568","20170919;042738","BAYER AG-REG","68598660",2017-09-19,"EUR","ACH",23,110.376,2538.648,"U1427234",1.1546,0,2931,0,3
