"","OrderTime","Description","Conid","TradeDate","Currency","Buy.Sell","Quantity","TradePrice","Proceeds","ClientId","Fx","SoumisSuisse","SoumisEtr","NonSoumis","cliNbr"
"569","20170919;042738","BAYER AG-REG","68598660",2017-09-19,"EUR","VTE",40,110.376,4415.04,"Interactive Brokers",1.1546,0,0,5097,3
"570","20170919;042738","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-19,"EUR","ACH",21,84.521,1774.941,"U2202020",1.1546,0,2049,0,3
"571","20170919;042738","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-19,"EUR","ACH",28,84.521,2366.588,"U1427234",1.1546,0,2732,0,3
"572","20170919;042738","BAYERISCHE MOTOREN WERKE AG","14094",2017-09-19,"EUR","VTE",49,84.521,4141.529,"Interactive Brokers",1.1546,0,0,4781,3
"573","20170919;042738","BNP PARIBAS","29612163",2017-09-19,"EUR","ACH",28,66.061,1849.708,"U2202020",1.1546,0,2136,0,3
"574","20170919;042738","BNP PARIBAS","29612163",2017-09-19,"EUR","ACH",37,66.061,2444.257,"U1427234",1.1546,0,2822,0,3
"575","20170919;042738","BNP PARIBAS","29612163",2017-09-19,"EUR","VTE",65,66.061,4293.965,"Interactive Brokers",1.1546,0,0,4958,3
"576","20170919;042738","CARREFOUR SA","29612172",2017-09-19,"EUR","ACH",94,17.028,1600.632,"U2202020",1.1546,0,1848,0,3
"577","20170919;042738","CARREFOUR SA","29612172",2017-09-19,"EUR","ACH",122,17.028,2077.416,"U1427234",1.1546,0,2399,0,3
"578","20170919;042738","CARREFOUR SA","29612172",2017-09-19,"EUR","VTE",216,17.028,3678.048,"Interactive Brokers",1.1546,0,0,4247,3
"579","20170919;042738","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","ACH",34,49.215,1673.31,"U2202020",1.1546,0,1932,0,3
"580","20170919;042738","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","ACH",45,49.215,2214.675,"U1427234",1.1546,0,2557,0,3
"581","20170919;042738","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","VTE",79,49.215,3887.985,"Interactive Brokers",1.1546,0,0,4489,3
"582","20170919;042738","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","ACH",28,66.561,1863.708,"U2202020",1.1546,0,2152,0,3
"583","20170919;042738","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","ACH",36,66.561,2396.196,"U1427234",1.1546,0,2767,0,3
"584","20170919;042738","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","VTE",64,66.561,4259.904,"Interactive Brokers",1.1546,0,0,4919,3
"585","20170919;042738","DBX WORLD FINANCIALS 1C","227264014",2017-09-19,"EUR","ACH",156,15.334,2392.104,"U2202020",1.1546,0,2762,0,3
"586","20170919;042738","DBX WORLD FINANCIALS 1C","227264014",2017-09-19,"EUR","ACH",203,15.334,3112.802,"U1427234",1.1546,0,3594,0,3
"587","20170919;042738","DBX WORLD FINANCIALS 1C","227264014",2017-09-19,"EUR","VTE",359,15.334,5504.906,"Interactive Brokers",1.1546,0,0,6356,3
"588","20170919;042738","DEUTSCHE WOHNEN SE","40064795",2017-09-19,"EUR","ACH",21,35.602,747.642,"U2202020",1.1546,0,863,0,3
"589","20170919;042738","DEUTSCHE WOHNEN SE","40064795",2017-09-19,"EUR","ACH",28,35.602,996.856,"U1427234",1.1546,0,1151,0,3
"590","20170919;042738","DEUTSCHE WOHNEN SE","40064795",2017-09-19,"EUR","VTE",49,35.602,1744.498,"Interactive Brokers",1.1546,0,0,2014,3
"591","20170919;042738","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-19,"EUR","ACH",139,15.423,2143.797,"U2202020",1.1546,0,2475,0,3
"592","20170919;042738","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-19,"EUR","ACH",164,15.423,2529.372,"U1427234",1.1546,0,2920,0,3
"593","20170919;042738","KONINKLIJKE AHOLD DELHAIZE N","240486295",2017-09-19,"EUR","VTE",303,15.423,4673.169,"Interactive Brokers",1.1546,0,0,5395,3
"594","20170919;042738","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-19,"EUR","ACH",134,24.043,3221.762,"U2202020",1.1546,0,3720,0,3
"595","20170919;042738","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-19,"EUR","ACH",176,24.043,4231.568,"U1427234",1.1546,0,4886,0,3
"596","20170919;042738","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-19,"EUR","VTE",310,24.043,7453.33,"Interactive Brokers",1.1546,0,0,8606,3
"597","20170919;042738","SIEMENS AG-REG","14217",2017-09-19,"EUR","ACH",11,116.282,1279.102,"U2202020",1.1546,0,1477,0,3
"598","20170919;042738","SIEMENS AG-REG","14217",2017-09-19,"EUR","ACH",15,116.282,1744.23,"U1427234",1.1546,0,2014,0,3
"599","20170919;042738","SIEMENS AG-REG","14217",2017-09-19,"EUR","VTE",26,116.282,3023.332,"Interactive Brokers",1.1546,0,0,3491,3
"600","20170919;042738","SOLVAY SA","228869",2017-09-19,"EUR","ACH",18,127.225,2290.05,"U2202020",1.1546,0,2644,0,3
"601","20170919;042738","SOLVAY SA","228869",2017-09-19,"EUR","ACH",24,127.225,3053.4,"U1427234",1.1546,0,3525,0,3
"602","20170919;042738","SOLVAY SA","228869",2017-09-19,"EUR","VTE",42,127.225,5343.45,"Interactive Brokers",1.1546,0,0,6169,3
"603","20170919;042738","VOLKSWAGEN AG-PREF","14237",2017-09-19,"EUR","ACH",11,136.871,1505.581,"U2202020",1.1546,0,1738,0,3
"604","20170919;042738","VOLKSWAGEN AG-PREF","14237",2017-09-19,"EUR","ACH",14,136.871,1916.194,"U1427234",1.1546,0,2212,0,3
"605","20170919;042738","VOLKSWAGEN AG-PREF","14237",2017-09-19,"EUR","VTE",25,136.871,3421.775,"Interactive Brokers",1.1546,0,0,3950,3
"606","20170919;042739","KLEPIERRE","1254551",2017-09-19,"EUR","ACH",40,32.978,1319.12,"U2202020",1.1546,0,1523,0,3
"607","20170919;042739","KLEPIERRE","1254551",2017-09-19,"EUR","ACH",52,32.978,1714.856,"U1427234",1.1546,0,1980,0,3
"608","20170919;042739","KLEPIERRE","1254551",2017-09-19,"EUR","VTE",92,32.978,3033.976,"Interactive Brokers",1.1546,0,0,3503,3
"609","20170919;055846","ASML HOLDING NV","117589399",2017-09-19,"EUR","VTE",-26,140.105,3642.73,"U2202020",1.1546,0,4206,0,3
"610","20170919;055846","ASML HOLDING NV","117589399",2017-09-19,"EUR","VTE",-57,140.105,7985.985,"U1427234",1.1546,0,9221,0,3
"611","20170919;055846","ASML HOLDING NV","117589399",2017-09-19,"EUR","ACH",-83,140.105,11628.715,"Interactive Brokers",1.1546,0,0,13427,3
"612","20170919;055846","BASF SE","77680640",2017-09-19,"EUR","VTE",-32,87.29,2793.28,"U2202020",1.1546,0,3225,0,3
"613","20170919;055846","BASF SE","77680640",2017-09-19,"EUR","VTE",-70,87.29,6110.3,"U1427234",1.1546,0,7055,0,3
"614","20170919;055846","BASF SE","77680640",2017-09-19,"EUR","ACH",-102,87.29,8903.58,"Interactive Brokers",1.1546,0,0,10280,3
"615","20170919;055846","CARREFOUR SA","29612172",2017-09-19,"EUR","ACH",114,16.94,1931.16,"U2202020",1.1546,0,2230,0,3
"616","20170919;055846","CARREFOUR SA","29612172",2017-09-19,"EUR","ACH",248,16.94,4201.12,"U1427234",1.1546,0,4851,0,3
"617","20170919;055846","CARREFOUR SA","29612172",2017-09-19,"EUR","VTE",362,16.94,6132.28,"Interactive Brokers",1.1546,0,0,7081,3
"618","20170919;055846","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","VTE",-40,49.187,1967.48,"U2202020",1.1546,0,2272,0,3
"619","20170919;055846","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","VTE",-86,49.187,4230.082,"U1427234",1.1546,0,4884,0,3
"620","20170919;055846","COMPAGNIE DE SAINT-GOBAIN","29612189",2017-09-19,"EUR","ACH",-126,49.187,6197.562,"Interactive Brokers",1.1546,0,0,7156,3
"621","20170919;055846","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","VTE",-37,66.53,2461.61,"U2202020",1.1546,0,2842,0,3
"622","20170919;055846","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","VTE",-81,66.53,5388.93,"U1427234",1.1546,0,6222,0,3
"623","20170919;055846","DAIMLER AG-REGISTERED SHARES","29622935",2017-09-19,"EUR","ACH",-118,66.53,7850.54,"Interactive Brokers",1.1546,0,0,9064,3
"624","20170919;055846","KLEPIERRE","1254551",2017-09-19,"EUR","ACH",84,32.958,2768.472,"U2202020",1.1546,0,3196,0,3
"625","20170919;055846","KLEPIERRE","1254551",2017-09-19,"EUR","ACH",181,32.958,5965.398,"U1427234",1.1546,0,6888,0,3
"626","20170919;055846","KLEPIERRE","1254551",2017-09-19,"EUR","VTE",265,32.958,8733.87,"Interactive Brokers",1.1546,0,0,10084,3
"627","20170919;055846","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","ACH",38,68.26,2593.88,"U2202020",1.3006,0,3374,0,3
"628","20170919;055846","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","ACH",80,68.26,5460.8,"U1427234",1.3006,0,7102,0,3
"629","20170919;055846","RECKITT BENCKISER GROUP PLC","46713230",2017-09-19,"GBP","VTE",118,68.26,8054.68,"Interactive Brokers",1.3006,0,0,10476,3
"630","20170919;055846","SCOR SE","42344148",2017-09-19,"EUR","ACH",82,34.06,2792.92,"U2202020",1.1546,0,3225,0,3
"631","20170919;055846","SCOR SE","42344148",2017-09-19,"EUR","ACH",176,34.06,5994.56,"U1427234",1.1546,0,6921,0,3
"632","20170919;055846","SCOR SE","42344148",2017-09-19,"EUR","VTE",258,34.06,8787.48,"Interactive Brokers",1.1546,0,0,10146,3
"633","20170919;055846","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","ACH",14,206.3,2888.2,"U2202020",1.1546,0,3335,0,3
"634","20170919;055846","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","ACH",30,206.3,6189,"U1427234",1.1546,0,7146,0,3
"635","20170919;055846","UNIBAIL-RODAMCO SE","1411503",2017-09-19,"EUR","VTE",44,206.3,9077.2,"Interactive Brokers",1.1546,0,0,10481,3
"636","20170919;055846","VODAFONE GROUP PLC","140148322",2017-09-19,"GBP","ACH",3004,2.092,6285.87,"U2202020",1.3006,0,8175,0,3
"637","20170919;055846","VODAFONE GROUP PLC","140148322",2017-09-19,"GBP","ACH",6455,2.092,13507.0875,"U1427234",1.3006,0,17567,0,3
"638","20170919;055846","VODAFONE GROUP PLC","140148322",2017-09-19,"GBP","VTE",9459,2.092,19792.9575,"Interactive Brokers",1.3006,0,0,25742,3
"639","20170919;055930","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","VTE",-323,35.79,11560.17,"U2202020",1.1546,0,13347,0,3
"640","20170919;055930","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","VTE",-695,35.79,24874.05,"U1427234",1.1546,0,28720,0,3
"641","20170919;055930","ISHARES EURO STOXX 50","10368780",2017-09-19,"EUR","ACH",-1018,35.79,36434.22,"Interactive Brokers",1.1546,0,0,42067,3
"642","20170919;060508","RED ELECTRICA CORPORACION SA","239949851",2017-09-19,"EUR","ACH",391,18.085,7071.249521104,"U2202020",1.1546,0,8164,0,3
"643","20170919;060508","RED ELECTRICA CORPORACION SA","239949851",2017-09-19,"EUR","ACH",841,18.085,15209.510478896,"U1427234",1.1546,0,17561,0,3
"644","20170919;060508","RED ELECTRICA CORPORACION SA","239949851",2017-09-19,"EUR","VTE",1232,18.085,22280.76,"Interactive Brokers",1.1546,0,0,25725,3
"645","20170919;062035","ISHARES CORE SPI ETF CH","150029461",2017-09-19,"CHF","ACH",173,114.56,19818.88,"U2202020",1,19819,0,0,3
"646","20170919;062035","ISHARES CORE SPI ETF CH","150029461",2017-09-19,"CHF","ACH",35,114.56,4009.6,"U1427234",1,4010,0,0,3
"647","20170919;062035","ISHARES CORE SPI ETF CH","150029461",2017-09-19,"CHF","VTE",208,114.56,23828.48,"Interactive Brokers",1,0,0,23829,3
"648","20170919;062045","GIVAUDAN-REG","8945997",2017-09-19,"CHF","VTE",-7,2068,14476,"U2202020",1,14476,0,0,3
"649","20170919;062045","GIVAUDAN-REG","8945997",2017-09-19,"CHF","VTE",-1,2068,2068,"U1427234",1,2068,0,0,3
"650","20170919;062045","GIVAUDAN-REG","8945997",2017-09-19,"CHF","ACH",-8,2068,16544,"Interactive Brokers",1,0,0,16544,3
"651","20170919;062049","LOGITECH INTERNATIONAL-REG","39999891",2017-09-19,"CHF","VTE",-456,36.4,16598.4,"U2202020",1,16598,0,0,3
"652","20170919;062049","LOGITECH INTERNATIONAL-REG","39999891",2017-09-19,"CHF","VTE",-88,36.4,3203.2,"U1427234",1,3203,0,0,3
"653","20170919;062049","LOGITECH INTERNATIONAL-REG","39999891",2017-09-19,"CHF","ACH",-544,36.4,19801.6,"Interactive Brokers",1,0,0,19801,3
"654","20170919;093557","CISCO SYSTEMS INC","268084",2017-09-19,"USD","ACH",69,32.55,2245.95,"U2202020",0.96257,0,2162,0,3
"655","20170919;093557","CISCO SYSTEMS INC","268084",2017-09-19,"USD","ACH",217,32.55,7063.35,"U1427234",0.96257,0,6799,0,3
"656","20170919;093557","CISCO SYSTEMS INC","268084",2017-09-19,"USD","VTE",286,32.55,9309.3,"Interactive Brokers",0.96257,0,0,8961,3
"657","20170919;093557","EMERSON ELECTRIC CO","6842",2017-09-19,"USD","VTE",-67,62.91,4214.97,"U2202020",0.96257,0,4057,0,3
"658","20170919;093557","EMERSON ELECTRIC CO","6842",2017-09-19,"USD","VTE",-203,62.91,12770.73,"U1427234",0.96257,0,12293,0,3
"659","20170919;093557","EMERSON ELECTRIC CO","6842",2017-09-19,"USD","ACH",-270,62.91,16985.7,"Interactive Brokers",0.96257,0,0,16350,3
"660","20170919;093557","GILEAD SCIENCES INC","269753",2017-09-19,"USD","ACH",36,82.7,2977.2,"U2202020",0.96257,0,2866,0,3
"661","20170919;093557","GILEAD SCIENCES INC","269753",2017-09-19,"USD","ACH",114,82.7,9427.8,"U1427234",0.96257,0,9075,0,3
"662","20170919;093557","GILEAD SCIENCES INC","269753",2017-09-19,"USD","VTE",150,82.7,12405,"Interactive Brokers",0.96257,0,0,11941,3
"663","20170919;093557","INTEL CORP","270639",2017-09-19,"USD","VTE",-74,37.11,2746.14,"U2202020",0.96257,0,2643,0,2
"664","20170919;093557","INTEL CORP","270639",2017-09-19,"USD","ACH",-74,37.11,2746.14,"Interactive Brokers",0.96257,0,0,2643,2
"665","20170919;093557","MERCK & CO INC","70101545",2017-09-19,"USD","VTE",-63,66.08,4163.04,"U2202020",0.96257,0,4007,0,3
"666","20170919;093557","MERCK & CO INC","70101545",2017-09-19,"USD","VTE",-76,66.08,5022.08,"U1427234",0.96257,0,4834,0,3
"667","20170919;093557","MERCK & CO INC","70101545",2017-09-19,"USD","ACH",-139,66.08,9185.12,"Interactive Brokers",0.96257,0,0,8841,3
"668","20170919;093727","SPDR S&P 500 ETF TRUST","756733",2017-09-19,"USD","ACH",28,249.84,6995.52,"U2202020",0.96257,0,6734,0,3
"669","20170919;093727","SPDR S&P 500 ETF TRUST","756733",2017-09-19,"USD","ACH",87,249.84,21736.08,"U1427234",0.96257,0,20922,0,3
"670","20170919;093727","SPDR S&P 500 ETF TRUST","756733",2017-09-19,"USD","VTE",115,249.84,28731.6,"Interactive Brokers",0.96257,0,0,27656,3
"671","20170919;121000","GAS NATURAL SDG SA","917433",2017-09-19,"EUR","ACH",365,19.401,7081.373176675,"U2202020",1.1546,0,8176,0,3
"672","20170919;121000","GAS NATURAL SDG SA","917433",2017-09-19,"EUR","ACH",784,19.401,15210.386823325,"U1427234",1.1546,0,17562,0,3
"673","20170919;121000","GAS NATURAL SDG SA","917433",2017-09-19,"EUR","VTE",1149,19.401,22291.76,"Interactive Brokers",1.1546,0,0,25738,3
"674","20170919;143500","VONOVIA SE","130946869",2017-09-19,"EUR","ACH",20,36.18,723.6,"U2202020",1.1546,0,835,0,3
"675","20170919;143500","VONOVIA SE","130946869",2017-09-19,"EUR","ACH",27,36.18,976.86,"U1427234",1.1546,0,1128,0,3
"676","20170919;143500","VONOVIA SE","130946869",2017-09-19,"EUR","VTE",47,36.18,1700.46,"Interactive Brokers",1.1546,0,0,1963,3
"677","20170919;163500","CA INC","37875225",2017-09-19,"USD","ACH",153,32.969,5044.19708307,"U2202020",0.96257,0,4855,0,3
"678","20170919;163500","CA INC","37875225",2017-09-19,"USD","ACH",479,32.969,15791.96341693,"U1427234",0.96257,0,15201,0,3
"679","20170919;163500","CA INC","37875225",2017-09-19,"USD","VTE",632,32.969,20836.1605,"Interactive Brokers",0.96257,0,0,20056,3
"680","20170919;163500","GENERAL ELECTRIC CO","7516",2017-09-19,"USD","ACH",80,24.396,1951.694832827,"U2202020",0.96257,0,1879,0,3
"681","20170919;163500","GENERAL ELECTRIC CO","7516",2017-09-19,"USD","ACH",249,24.396,6074.650167173,"U1427234",0.96257,0,5847,0,3
"682","20170919;163500","GENERAL ELECTRIC CO","7516",2017-09-19,"USD","VTE",329,24.396,8026.345,"Interactive Brokers",0.96257,0,0,7726,3
"683","20170919;163500","MICHAEL KORS HOLDINGS LTD","98606948",2017-09-19,"USD","VTE",-72,46.95,3380.36738676,"U2202020",0.96257,0,3254,0,3
"684","20170919;163500","MICHAEL KORS HOLDINGS LTD","98606948",2017-09-19,"USD","VTE",-215,46.95,10094.15261324,"U1427234",0.96257,0,9716,0,3
"685","20170919;163500","MICHAEL KORS HOLDINGS LTD","98606948",2017-09-19,"USD","ACH",-287,46.95,13474.52,"Interactive Brokers",0.96257,0,0,12970,3
"686","20170919;163500","MICROSOFT CORP","272093",2017-09-19,"USD","ACH",57,75.27,4290.362974138,"U2202020",0.96257,0,4130,0,3
"687","20170919;163500","MICROSOFT CORP","272093",2017-09-19,"USD","ACH",175,75.27,13172.167025862,"U1427234",0.96257,0,12679,0,3
"688","20170919;163500","MICROSOFT CORP","272093",2017-09-19,"USD","VTE",232,75.27,17462.53,"Interactive Brokers",0.96257,0,0,16809,3
"689","20170919;163500","PANDORA A/S","80386066",2017-09-19,"EUR","ACH",86,82.546,7098.940074074,"U2202020",1.1546,0,8196,0,3
"690","20170919;163500","PANDORA A/S","80386066",2017-09-19,"EUR","ACH",184,82.546,15188.429925926,"U1427234",1.1546,0,17537,0,3
"691","20170919;163500","PANDORA A/S","80386066",2017-09-19,"EUR","VTE",270,82.546,22287.37,"Interactive Brokers",1.1546,0,0,25733,3
"692","20170919;163500","PFIZER INC","11031",2017-09-19,"USD","VTE",-138,35.591,4911.545454545,"U2202020",0.96257,0,4728,0,3
"693","20170919;163500","PFIZER INC","11031",2017-09-19,"USD","VTE",-412,35.591,14663.454545455,"U1427234",0.96257,0,14115,0,3
"694","20170919;163500","PFIZER INC","11031",2017-09-19,"USD","ACH",-550,35.591,19575,"Interactive Brokers",0.96257,0,0,18843,3
"695","20170919;163500","UNITED TECHNOLOGIES CORP","13364",2017-09-19,"USD","ACH",26,113.13,2941.379264151,"U2202020",0.96257,0,2831,0,3
"696","20170919;163500","UNITED TECHNOLOGIES CORP","13364",2017-09-19,"USD","ACH",80,113.13,9050.397735849,"U1427234",0.96257,0,8712,0,3
"697","20170919;163500","UNITED TECHNOLOGIES CORP","13364",2017-09-19,"USD","VTE",106,113.13,11991.777,"Interactive Brokers",0.96257,0,0,11543,3
"698","20170927;033420","AIRBUS SE","29612256",2017-09-27,"EUR","VTE",-65,78.98,5133.7,"U2202020",1.1418,0,5862,0,3
"699","20170927;033420","AIRBUS SE","29612256",2017-09-27,"EUR","VTE",-140,78.98,11057.2,"U1427234",1.1418,0,12625,0,3
"700","20170927;033420","AIRBUS SE","29612256",2017-09-27,"EUR","ACH",-205,78.98,16190.9,"Interactive Brokers",1.1418,0,0,18487,3
"701","20170927;033420","BASF SE","77680640",2017-09-27,"EUR","VTE",-41,89.005,3649.205,"U2202020",1.1418,0,4167,0,3
"702","20170927;033420","BASF SE","77680640",2017-09-27,"EUR","VTE",-88,89.005,7832.44,"U1427234",1.1418,0,8943,0,3
"703","20170927;033420","BASF SE","77680640",2017-09-27,"EUR","ACH",-129,89.005,11481.645,"Interactive Brokers",1.1418,0,0,13110,3
"704","20170927;033420","ISHARES EURO STOXX 50","10368780",2017-09-27,"EUR","ACH",397,36.035,14305.896824,"U2202020",1.1418,0,16334,0,3
"705","20170927;033420","ISHARES EURO STOXX 50","10368780",2017-09-27,"EUR","ACH",853,36.035,30737.853176,"U1427234",1.1418,0,35096,0,3
"706","20170927;033420","ISHARES EURO STOXX 50","10368780",2017-09-27,"EUR","VTE",1250,36.035,45043.75,"Interactive Brokers",1.1418,0,0,51430,3
"707","20170927;033420","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-27,"EUR","VTE",-223,25.442,5673.566,"U2202020",1.1418,0,6478,0,3
"708","20170927;033420","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-27,"EUR","VTE",-480,25.442,12212.16,"U1427234",1.1418,0,13944,0,3
"709","20170927;033420","ROYAL DUTCH SHELL PLC-A SHS","35150657",2017-09-27,"EUR","ACH",-703,25.442,17885.726,"Interactive Brokers",1.1418,0,0,20422,3
